SeqCluster,Prot_AC,score,RecName
CK_00043006,O34489,0.9959999918937684,Uncharacterized protein YflD;
CK_00043150,Q8K459,0.8386290273389818,Peroxisomal testis-specific protein 1;
CK_00043304,Q3E804,0.9962999820709229,Uncharacterized protein YOR381W-A;
CK_00043390,P0DUM3,0.9955999851226808,Putative toxic protein TimP 
CK_00044201,Q8TGM2,0.8429159503889849,Putative uncharacterized protein YLR347W-A;
CK_00044307,Q5H7N6,0.9957000017166138,Cecropin-P2;
CK_00044322,P28779,0.995199978351593,Tryptophanase operon leader peptide;
CK_00044663,Q8FCK7,0.8001677090419008,Uncharacterized protein DinQ;
CK_00044730,Q8TGU5,0.995199978351593,Uncharacterized protein YBR296C-A;
CK_00044830,Q8TGN0,0.9959999918937684,Putative uncharacterized protein YKL156C-A;
CK_00044865,P53098,0.9972000122070312,Putative uncharacterized protein YGL188C;
CK_00044866,Q54V36,0.9962999820709229,Putative uncharacterized protein DDB_G0280641;
CK_00044914,P0DMB6,0.995299994945526,Phospholipase A1 verutoxin-1 
CK_00045009,Q24733,0.9962000250816344,Actin;
CK_00045530,Q8TGN0,0.9962999820709229,Putative uncharacterized protein YKL156C-A;
CK_00045721,Q92JM0,0.996399998664856,Uncharacterized protein RC0047;
CK_00045849,P55739,0.995199978351593,Serine/threonine-protein phosphatase 5;
CK_00045895,O35982,0.9955999851226808,"Submaxillary gland androgen-regulated protein 2', ' isoform beta;"
CK_00045961,O57414,0.995199978351593,Rho GTPase-activating protein 6;
CK_00046067,P83540,0.8349691926987646,GMP synthase [glutamine-hydrolyzing];
CK_00046084,E8RMD3,0.9955000281333924,Astexin-1 
CK_00046224,A5J277,0.9973999857902528,Putative uncharacterized protein ycf15;
CK_00046522,O31964,0.9950000047683716,SPbeta prophage-derived uncharacterized protein YomT;
CK_00046783,P40824,0.9965000152587892,Uncharacterized protein YibR;
CK_00046864,Q8K459,0.8484070290061858,Peroxisomal testis-specific protein 1;
CK_00047004,P01363,0.995299994945526,Egg-releasing peptide;
CK_00047040,Q5H7N6,0.9958999752998352,Cecropin-P2;
CK_00047295,C1P616,0.8151821837451934,Small toxic protein IbsD;
CK_00047452,Q55GM9,0.9962000250816344,Putative uncharacterized protein DDB_G0268290;
CK_00047543,Q9MUM6,0.9959999918937684,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00047606,Q45596,0.996999979019165,Putative exported peptide YydF;
CK_00047612,Q4VZH6,0.9965000152587892,Cytochrome b559 subunit beta 
CK_00047730,P84477,0.9951000213623048,Myofibril-bound serine protease;
CK_00047823,Q92JM0,0.9959999918937684,Uncharacterized protein RC0047;
CK_00047947,P53182,0.9086793419870568,Putative uncharacterized protein YGL041C;
CK_00048054,Q3E740,0.9951000213623048,Uncharacterized protein YGL258W-A;
CK_00048107,Q2JUV4,0.9957000017166138,Photosystem II reaction center protein H 
CK_00048208,P39430,0.9951000213623048,Inosine/xanthosine triphosphatase 
CK_00048268,O78452,0.9958000183105468,Uncharacterized 6.1 kDa protein;
CK_00048843,Q9XPS5,0.9958000183105468,Uncharacterized protein ycf70;
CK_00048866,B0CFM0,0.9958999752998352,Photosystem II reaction center protein M 
CK_00048976,P34830,0.996399998664856,Large ribosomal subunit protein uL16m 
CK_00049023,P0CJ06,0.9976000189781188,Venom protein 37.1;
CK_00049325,O28399,0.9951000213623048,Uncharacterized protein AF_1880;
CK_00049539,O34800,0.9951000213623048,Stage II sporulation protein SB;
CK_00049874,Q2JUV4,0.9950000047683716,Photosystem II reaction center protein H 
CK_00049911,P44179,0.997099995613098,Uncharacterized protein HI_1404;
CK_00049941,Q3E804,0.9955999851226808,Uncharacterized protein YOR381W-A;
CK_00050119,P16312,0.9951000213623048,Peptidase 1;
CK_00050215,P90471,0.995299994945526,Putative uncharacterized protein YBR109W-A;
CK_00050297,P20412,0.9950000047683716,Giant hemoglobin AI chain;
CK_00050392,O34509,0.8525787656612493,SPbeta prophage-derived uncharacterized protein YopZ;
CK_00050426,P10396,0.9954000115394592,Replication initiation protein;
CK_00050650,P20412,0.9966999888420104,Giant hemoglobin AI chain;
CK_00051108,P12240,0.9959999918937684,Photosystem II reaction center protein I 
CK_00051251,C7U330,0.995199978351593,Mating-type M-specific polypeptide Mi;
CK_00051462,O29455,0.9955999851226808,Uncharacterized protein AF_0803;
CK_00051595,P0CJ06,0.995199978351593,Venom protein 37.1;
CK_00051706,Q3E750,0.9961000084877014,Uncharacterized protein YGL041C-B;
CK_00051707,P72575,0.9961000084877014,Photosystem II reaction center protein X 
CK_00052162,P75675,0.995199978351593,Putative uncharacterized protein YkfJ;
CK_00052457,P20412,0.9955999851226808,Giant hemoglobin AI chain;
CK_00052577,Q5H7N6,0.9959999918937684,Cecropin-P2;
CK_00052731,P0DQF8,0.9961000084877014,U-scoloptoxin(23)-Er2a 
CK_00052820,O31964,0.9950000047683716,SPbeta prophage-derived uncharacterized protein YomT;
CK_00052898,A5J277,0.9965000152587892,Putative uncharacterized protein ycf15;
CK_00053027,Q8TGN0,0.996399998664856,Putative uncharacterized protein YKL156C-A;
CK_00053254,Q5H7N6,0.9951000213623048,Cecropin-P2;
CK_00053646,B2J4U1,0.9958999752998352,Photosystem II reaction center protein M 
CK_00053657,P38476,0.9959999918937684,Uncharacterized mitochondrial protein ymf34;
CK_00053667,P28779,0.9955000281333924,Tryptophanase operon leader peptide;
CK_00053716,O78452,0.9955000281333924,Uncharacterized 6.1 kDa protein;
CK_00053748,P90471,0.9950000047683716,Putative uncharacterized protein YBR109W-A;
CK_00054061,P69519,0.995199978351593,"Poly-beta-1', '6-N-acetyl-D-glucosamine synthesis protein IcaD;"
CK_00054357,P44059,0.9954000115394592,Uncharacterized protein HI_0843;
CK_00054731,O83740,0.9958999752998352,Uncharacterized protein TP_0759;
CK_00054806,P55597,0.9962999820709229,Uncharacterized protein y4oL;
CK_00054834,P0DPN2,0.9950000047683716,Protein YkiD 
CK_00054890,Q8TGS0,0.995199978351593,Uncharacterized protein YOR161C-C;
CK_00055057,P30880,0.9965000152587892,Calcitonin gene-related peptide 1;
CK_00055266,P34667,0.9962999820709229,Uncharacterized protein ZK686.1;
CK_00055413,P42692,0.9965999722480774,Somatoliberin;
CK_00055484,Q3E843,0.9954000115394592,Uncharacterized protein YMR158C-A;
CK_00055604,O28399,0.9954000115394592,Uncharacterized protein AF_1880;
CK_00056275,Q3E740,0.9962999820709229,Uncharacterized protein YGL258W-A;
CK_00056513,P28779,0.9955000281333924,Tryptophanase operon leader peptide;
CK_00056571,P34667,0.9954000115394592,Uncharacterized protein ZK686.1;
CK_00000252,A5GIE8,0.9990000128746032,Photosystem II reaction center protein K 
CK_00001754,B0YPM8,0.9951000213623048,Photosystem II reaction center protein I 
CK_00004097,Q85X47,0.9954000115394592,Photosystem II reaction center protein M 
CK_00004489,P56976,0.9950000047683716,Divisome-associated membrane protein Blr;
CK_00033224,Q44558,0.9950000047683716,Phosphatidylserine decarboxylase proenzyme;
CK_00033343,P69068,0.995299994945526,Calcitonin-2;
CK_00033454,Q09MB5,0.9957000017166138,Putative uncharacterized protein ycf15;
CK_00033582,Q8TGM2,0.849517236732531,Putative uncharacterized protein YLR347W-A;
CK_00033725,C0H3T2,0.9955000281333924,Uncharacterized protein YczK;
CK_00033757,O83740,0.9957000017166138,Uncharacterized protein TP_0759;
CK_00033801,Q8TGN0,0.9959999918937684,Putative uncharacterized protein YKL156C-A;
CK_00034988,O32276,0.9955999851226808,Protein usd;
CK_00035425,P34667,0.9962000250816344,Uncharacterized protein ZK686.1;
CK_00035428,O28399,0.995199978351593,Uncharacterized protein AF_1880;
CK_00035665,P38476,0.995299994945526,Uncharacterized mitochondrial protein ymf34;
CK_00036066,P49828,0.9958000183105468,Uncharacterized 5.5 kDa protein in ccsA-rps6 intergenic region;
CK_00036095,P39430,0.995299994945526,Inosine/xanthosine triphosphatase 
CK_00036131,Q9MUM6,0.9968000054359436,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00036290,Q54V36,0.9968000054359436,Putative uncharacterized protein DDB_G0280641;
CK_00036305,F4HTB2,0.9965000152587892,Small polypeptide DEVIL 22 
CK_00036859,Q1XDC1,0.9951000213623048,Uncharacterized protein ycf18;
CK_00036940,Q57642,0.995199978351593,Uncharacterized protein MJ0183;
CK_00036976,P34667,0.9962000250816344,Uncharacterized protein ZK686.1;
CK_00037036,B0CDZ1,0.9958000183105468,Protein PsbN 
CK_00037150,P34830,0.9957000017166138,Large ribosomal subunit protein uL16m 
CK_00037277,P80740,0.9955000281333924,Superoxide dismutase [Cu-Zn] 1;
CK_00037474,Q8TGU5,0.995199978351593,Uncharacterized protein YBR296C-A;
CK_00037780,P20260,0.9958999752998352,Phospholipase A2 pseudexin C chain;
CK_00038204,Q92JM0,0.995199978351593,Uncharacterized protein RC0047;
CK_00038269,Q54V36,0.9973000288009644,Putative uncharacterized protein DDB_G0280641;
CK_00038317,Q96253,0.9950000047683716,"ATP synthase subunit epsilon', ' mitochondrial;"
CK_00038480,P72575,0.9955000281333924,Photosystem II reaction center protein X 
CK_00038525,Q8WZA8,0.9950000047683716,Putative gastric cancer-related gene 224 protein;
CK_00038555,Q3E774,0.9962000250816344,Uncharacterized protein YDL159W-A;
CK_00038562,P43964,0.9965000152587892,Uncharacterized protein HI_0210;
CK_00038800,P85310,0.9966999888420104,"Aspartate aminotransferase', ' mitochondrial;"
CK_00038861,Q9MUM6,0.9962999820709229,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00038895,P0DPO7,0.9965000152587892,Protein YneP 
CK_00038985,O28340,0.995199978351593,Uncharacterized protein AF_1939;
CK_00039150,P57618,0.995299994945526,Probable Fe(2+)-trafficking protein 
CK_00039259,Q9MUM6,0.9950000047683716,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00039511,P0C234,0.996399998664856,Calcitonin 
CK_00039579,Q8K459,0.8653292588236425,Peroxisomal testis-specific protein 1;
CK_00039595,Q8TGS2,0.9958000183105468,Uncharacterized protein YOL019W-A;
CK_00039621,Q5SD42,0.995299994945526,Cytochrome b559 subunit beta 
CK_00039803,Q9SHJ6,0.8557421176682567,Peroxisomal and mitochondrial division factor 2 
CK_00040018,P20412,0.9954000115394592,Giant hemoglobin AI chain;
CK_00040125,P0C234,0.9962000250816344,Calcitonin 
CK_00041130,P69658,0.9959999918937684,Alpha-conotoxin PIA 
CK_00041465,P19122,0.995299994945526,Alpha-lactalbumin I;
CK_00041825,P09680,0.996999979019165,Gastric inhibitory polypeptide;
CK_00042393,Q49KY8,0.996399998664856,Photosystem I reaction center subunit VIII 
CK_00042539,Q8TGL9,0.9957000017166138,Putative uncharacterized protein YNL144W-A;
CK_00043044,P55369,0.995199978351593,Uncharacterized protein y4bB/y4pI;
CK_00043403,P44059,0.9950000047683716,Uncharacterized protein HI_0843;
CK_00043516,Q54C00,0.9961000084877014,Putative uncharacterized protein DDB_G0293310;
CK_00043735,P0DQF8,0.9961000084877014,U-scoloptoxin(23)-Er2a 
CK_00043757,Q55BF5,0.995299994945526,Splicing factor 3B subunit 5;
CK_00043851,P01265,0.9955000281333924,Calcitonin-3;
CK_00043878,P81077,0.9951000213623048,Myotoxin inhibitor protein 
CK_00044109,Q3E7Z9,0.9950000047683716,Uncharacterized protein YOL038C-A;
CK_00044149,P38476,0.9957000017166138,Uncharacterized mitochondrial protein ymf34;
CK_00044335,P0DSI0,0.9958999752998352,Protein YthB 
CK_00044645,P0CW38,0.9961000084877014,Putative antitoxin VapB4;
CK_00044741,Q8FFQ7,0.9951000213623048,Uncharacterized protein YojO;
CK_00044758,P01281,0.9959999918937684,Gastric inhibitory polypeptide;
CK_00045318,O28399,0.9969000220298768,Uncharacterized protein AF_1880;
CK_00045382,Q8X7P0,0.9955000281333924,Uncharacterized protein YkfJ;
CK_00045399,Q3E804,0.9968000054359436,Uncharacterized protein YOR381W-A;
CK_00045645,Q9MUM6,0.9955999851226808,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00045683,Q7V5U8,0.995199978351593,DNA-directed RNA polymerase subunit omega 
CK_00045778,P0C234,0.9954000115394592,Calcitonin 
CK_00046137,P38476,0.995199978351593,Uncharacterized mitochondrial protein ymf34;
CK_00046394,P80976,0.9954000115394592,Cytochrome c oxidase subunit 6B;
CK_00046778,Q0IHT1,0.9951000213623048,Calcium/calmodulin-dependent protein kinase II inhibitor 2;
CK_00046895,P44059,0.9961000084877014,Uncharacterized protein HI_0843;
CK_00047043,Q8K459,0.9212577124498368,Peroxisomal testis-specific protein 1;
CK_00047207,P34830,0.9961000084877014,Large ribosomal subunit protein uL16m 
CK_00047341,P34667,0.9957000017166138,Uncharacterized protein ZK686.1;
CK_00047408,P38031,0.9958000183105468,Alpha-1-antiproteinase 4;
CK_00047558,Q8TGN0,0.9962000250816344,Putative uncharacterized protein YKL156C-A;
CK_00048024,P12343,0.9950000047683716,"Aspartate aminotransferase', ' cytoplasmic "
CK_00048100,P38437,0.8552955055041309,Uncharacterized protein in miaA 5'region;
CK_00048250,P38437,0.8156165397510051,Uncharacterized protein in miaA 5'region;
CK_00048489,Q96253,0.995299994945526,"ATP synthase subunit epsilon', ' mitochondrial;"
CK_00048883,P0C234,0.9961000084877014,Calcitonin 
CK_00048909,P25430,0.995199978351593,Neurotrophic factor BDNF 
CK_00049210,Q8K459,0.8908795976702208,Peroxisomal testis-specific protein 1;
CK_00049268,P0DJM5,0.996399998664856,Acidic phospholipase A2 Cvv-E6c;
CK_00049278,Q8K459,0.8995518094307897,Peroxisomal testis-specific protein 1;
CK_00050463,C3P6W8,0.9958999752998352,UPF0223 protein BAA_4196 
CK_00051015,P28779,0.9962999820709229,Tryptophanase operon leader peptide;
CK_00051082,P34667,0.9965999722480774,Uncharacterized protein ZK686.1;
CK_00051203,Q54LZ2,0.9955000281333924,Putative uncharacterized protein DDB_G0286343;
CK_00051399,P68395,0.9955000281333924,COP9 signalosome complex subunit 7;
CK_00051696,P38476,0.995299994945526,Uncharacterized mitochondrial protein ymf34;
CK_00051703,Q9VBL7,0.840212995159149,Accessory gland-specific peptide 57Db;
CK_00052077,P38437,0.8131645887259964,Uncharacterized protein in miaA 5'region;
CK_00052160,Q9MTL6,0.9951000213623048,Photosystem II reaction center protein K 
CK_00052709,P20413,0.995199978351593,Giant hemoglobin AIV chain;
CK_00052936,O29734,0.995299994945526,Uncharacterized protein AF_0516;
CK_00052938,P39430,0.9954000115394592,Inosine/xanthosine triphosphatase 
CK_00053021,P16312,0.9955999851226808,Peptidase 1;
CK_00053584,C0H3T2,0.9958000183105468,Uncharacterized protein YczK;
CK_00053640,B3EWP2,0.9950000047683716,Hyaluronidase CdtHya1;
CK_00054055,Q8TGN0,0.9961000084877014,Putative uncharacterized protein YKL156C-A;
CK_00054105,Q3E740,0.9961000084877014,Uncharacterized protein YGL258W-A;
CK_00054171,P92562,0.995299994945526,Uncharacterized mitochondrial protein AtMg01310;
CK_00054209,O32026,0.995299994945526,Uncharacterized protein YqzI;
CK_00054253,O33689,0.8005738905478665,Competence-stimulating peptide;
CK_00054305,Q54N95,0.9957000017166138,Putative uncharacterized protein DDB_G0285383;
CK_00054512,Q3E740,0.9958999752998352,Uncharacterized protein YGL258W-A;
CK_00054610,Q9LXI8,0.8070800729869845,Protein LITTLE ZIPPER 3 
CK_00054643,A8DYP9,0.995199978351593,fur leader peptide;
CK_00054805,P44059,0.9958999752998352,Uncharacterized protein HI_0843;
CK_00054916,P31191,0.9957000017166138,Ribulose bisphosphate carboxylase large chain;
CK_00055037,P0C234,0.9950000047683716,Calcitonin 
CK_00055410,P38437,0.8643385010044291,Uncharacterized protein in miaA 5'region;
CK_00055586,Q54V36,0.9965000152587892,Putative uncharacterized protein DDB_G0280641;
CK_00055595,Q9ZDJ7,0.9961000084877014,Uncharacterized protein RP331;
CK_00055945,Q54CZ6,0.995199978351593,Putative uncharacterized protein DDB_G0292614;
CK_00056297,O78452,0.9966999888420104,Uncharacterized 6.1 kDa protein;
CK_00056393,P0ACV9,0.9955000281333924,Uncharacterized protein YmjA;
CK_00056460,P13636,0.9955999851226808,Pepsin A;
CK_00056489,Q86KD3,0.9959999918937684,Putative uncharacterized protein DDB_G0274163;
CK_00057339,P0C2K1,0.8219246992338469,Dermonecrotic toxin LdSicTox-alpha-1;
CK_00002623,P23063,0.9961000084877014,Glucagon-like peptide;
CK_00008366,P20412,0.9954000115394592,Giant hemoglobin AI chain;
CK_00033233,P09355,0.9951000213623048,Larval-specific very high density lipoprotein;
CK_00033307,Q92JM0,0.9966999888420104,Uncharacterized protein RC0047;
CK_00033548,O83740,0.9951000213623048,Uncharacterized protein TP_0759;
CK_00033566,Q9ZDJ7,0.9962000250816344,Uncharacterized protein RP331;
CK_00033584,P34539,0.9955000281333924,"Putative ATP synthase subunit epsilon', ' mitochondrial;"
CK_00033592,P82014,0.995299994945526,Diuretic hormone 1;
CK_00034323,P86689,0.9954000115394592,C-reactive protein P2 subunit 4;
CK_00034460,Q24733,0.9962000250816344,Actin;
CK_00034706,Q57642,0.9958000183105468,Uncharacterized protein MJ0183;
CK_00035158,O83740,0.9955000281333924,Uncharacterized protein TP_0759;
CK_00035275,E8RMD3,0.995199978351593,Astexin-1 
CK_00035661,A6X969,0.9957000017166138,Putative uncharacterized protein C806.11;
CK_00035900,Q8TGU3,0.9958999752998352,Putative uncharacterized protein YFL031C-A;
CK_00036070,C0H3Y2,0.8803814601617432,Small spore coat assembly protein A 
CK_00036229,Q8TGU6,0.9958000183105468,Uncharacterized protein YBR182C-A;
CK_00036519,P20412,0.9957000017166138,Giant hemoglobin AI chain;
CK_00036639,Q31MH9,0.9958000183105468,DNA-directed RNA polymerase subunit omega 
CK_00037671,Q8TGT3,0.995299994945526,Uncharacterized protein YJL077W-B;
CK_00037990,E8RMD3,0.9959999918937684,Astexin-1 
CK_00038248,Q8TGT3,0.9959999918937684,Uncharacterized protein YJL077W-B;
CK_00038342,P24475,0.9958999752998352,Antiviral protein GAP-31;
CK_00038611,G2TRU0,0.9951000213623048,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit ost5;
CK_00038612,P53182,0.936858580490494,Putative uncharacterized protein YGL041C;
CK_00038834,P01262,0.9954000115394592,Calcitonin 
CK_00038859,P0C841,0.9950000047683716,Putative protein FAM66E;
CK_00038894,P37771,0.995299994945526,Uncharacterized protein YhfG;
CK_00038958,P86511,0.9950000047683716,Rothein 3.1 
CK_00038960,Q44558,0.995199978351593,Phosphatidylserine decarboxylase proenzyme;
CK_00039934,P10396,0.995299994945526,Replication initiation protein;
CK_00039996,Q8TGN0,0.9950000047683716,Putative uncharacterized protein YKL156C-A;
CK_00040183,P38476,0.9958000183105468,Uncharacterized mitochondrial protein ymf34;
CK_00040338,P39430,0.9965000152587892,Inosine/xanthosine triphosphatase 
CK_00040795,O83253,0.9955000281333924,Uncharacterized protein TP_0224;
CK_00040954,A4QJD5,0.9954000115394592,Photosystem I reaction center subunit IX 
CK_00041238,P16312,0.9950000047683716,Peptidase 1;
CK_00041683,P19662,0.8229344402735705,Uridine phosphorylase;
CK_00042137,P16312,0.9955999851226808,Peptidase 1;
CK_00042145,Q9MUM6,0.996399998664856,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00042199,Q92JM0,0.9957000017166138,Uncharacterized protein RC0047;
CK_00042228,P31888,0.9955999851226808,Calcitonin gene-related peptide;
CK_00042479,P16312,0.995199978351593,Peptidase 1;
CK_00042521,Q8X3T5,0.9951000213623048,UPF0509 protein YciZ;
CK_00042597,P28779,0.9961000084877014,Tryptophanase operon leader peptide;
CK_00043372,C1P616,0.810440132301693,Small toxic protein IbsD;
CK_00044323,P85438,0.9954000115394592,Acetyl-CoA carboxylase;
CK_00044338,Q57642,0.997099995613098,Uncharacterized protein MJ0183;
CK_00044340,Q8TGS2,0.9954000115394592,Uncharacterized protein YOL019W-A;
CK_00044515,Q8K459,0.8396986196721556,Peroxisomal testis-specific protein 1;
CK_00045072,P14661,0.9955000281333924,Cecropin-P1;
CK_00045347,O57414,0.995199978351593,Rho GTPase-activating protein 6;
CK_00045582,P44059,0.9954000115394592,Uncharacterized protein HI_0843;
CK_00045670,P30880,0.995199978351593,Calcitonin gene-related peptide 1;
CK_00045711,P35902,0.9951000213623048,Arylalkyl acylamidase;
CK_00045733,Q5T2L2,0.8606089108182147,Putative aldo-keto reductase family 1 member C8 
CK_00045915,Q65MG3,0.9955000281333924,UPF0435 protein BLi00816/BL03111 
CK_00046159,P72575,0.9955000281333924,Photosystem II reaction center protein X 
CK_00046535,P85527,0.9955999851226808,Myosuppressin;
CK_00046538,Q4L7V4,0.9962999820709229,Antitoxin MazE;
CK_00047511,Q9ZDJ7,0.9965999722480774,Uncharacterized protein RP331;
CK_00047755,Q9MUM6,0.9958999752998352,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00048009,P39430,0.9954000115394592,Inosine/xanthosine triphosphatase 
CK_00048093,O83302,0.995299994945526,Uncharacterized protein TP_0278;
CK_00048601,Q10926,0.9954000115394592,Uncharacterized protein B0302.2;
CK_00048879,P44059,0.9954000115394592,Uncharacterized protein HI_0843;
CK_00049649,P44179,0.9966999888420104,Uncharacterized protein HI_1404;
CK_00049790,P44179,0.9965999722480774,Uncharacterized protein HI_1404;
CK_00049805,A2BRU6,0.9958999752998352,Photosystem II reaction center protein Y 
CK_00050589,Q9PL08,0.9955000281333924,Uncharacterized protein TC_0300;
CK_00050886,Q47719,0.9957000017166138,Putative protein YjhV;
CK_00050945,Q55GM9,0.996399998664856,Putative uncharacterized protein DDB_G0268290;
CK_00051141,A5J277,0.9955999851226808,Putative uncharacterized protein ycf15;
CK_00051223,P51194,0.995299994945526,Photosystem I reaction center subunit IX;
CK_00051245,C0HK48,0.9958000183105468,Trypsin inhibitor 
CK_00051277,A5J277,0.9959999918937684,Putative uncharacterized protein ycf15;
CK_00051398,P85438,0.996399998664856,Acetyl-CoA carboxylase;
CK_00051729,Q8WZA8,0.9950000047683716,Putative gastric cancer-related gene 224 protein;
CK_00051730,P28779,0.995299994945526,Tryptophanase operon leader peptide;
CK_00051935,P90471,0.995299994945526,Putative uncharacterized protein YBR109W-A;
CK_00051960,P0DQF8,0.9965000152587892,U-scoloptoxin(23)-Er2a 
CK_00052034,P44059,0.9962000250816344,Uncharacterized protein HI_0843;
CK_00052259,P34667,0.9951000213623048,Uncharacterized protein ZK686.1;
CK_00052296,Q9TS44,0.9951000213623048,Cholecystokinins;
CK_00052713,A5A627,0.8062460388698582,Small toxic protein TisB;
CK_00053478,Q60AJ7,0.9958999752998352,Probable Fe(2+)-trafficking protein 
CK_00053506,Q54U16,0.9951000213623048,Putative uncharacterized protein DDB_G0281365;
CK_00053619,P80529,0.996399998664856,Cathepsin B-like cysteine proteinase;
CK_00053675,Q96IR3,0.9950000047683716,Putative uncharacterized protein MGC15705;
CK_00054468,Q3E804,0.996999979019165,Uncharacterized protein YOR381W-A;
CK_00054549,O28399,0.9957000017166138,Uncharacterized protein AF_1880;
CK_00054616,O57414,0.9955000281333924,Rho GTPase-activating protein 6;
CK_00054867,Q3E737,0.995299994945526,Uncharacterized protein YJL047C-A;
CK_00054978,P53182,0.9268399989938736,Putative uncharacterized protein YGL041C;
CK_00055326,Q24733,0.9958999752998352,Actin;
CK_00055556,A6MVW0,0.9954000115394592,Photosystem II reaction center protein I 
CK_00055580,B0JX68,0.995199978351593,Photosystem II reaction center protein X 
CK_00055811,P43967,0.9066993189527608,Uncharacterized protein HI_0233;
CK_00056539,Q8TGU5,0.9951000213623048,Uncharacterized protein YBR296C-A;
CK_00000050,P48367,0.996999979019165,Uncharacterized protein Ycf17;
CK_00003827,P24262,0.837214264415703,Sucrose porin;
CK_00008686,P44211,0.9957000017166138,Putative uncharacterized protein HI_1484 in Mu-like prophage FluMu region;
CK_00033491,Q3E740,0.9965000152587892,Uncharacterized protein YGL258W-A;
CK_00033499,Q8K459,0.8794088066832444,Peroxisomal testis-specific protein 1;
CK_00033609,P44179,0.9951000213623048,Uncharacterized protein HI_1404;
CK_00033849,P35006,0.9957000017166138,Uncharacterized 7.3 kDa protein in petA 5'region;
CK_00033987,O28399,0.9955000281333924,Uncharacterized protein AF_1880;
CK_00034082,E8RMD3,0.9955000281333924,Astexin-1 
CK_00034097,C4ZZ87,0.995199978351593,Cell division activator CedA 
CK_00034195,A9BCB8,0.995299994945526,DNA-directed RNA polymerase subunit omega 
CK_00034351,O28399,0.9962999820709229,Uncharacterized protein AF_1880;
CK_00034404,O83302,0.9958999752998352,Uncharacterized protein TP_0278;
CK_00034763,O97980,0.9951000213623048,Minor histocompatibility protein HB-1;
CK_00034773,Q92JM0,0.996399998664856,Uncharacterized protein RC0047;
CK_00035000,Q8K459,0.9117617689600088,Peroxisomal testis-specific protein 1;
CK_00035731,Q85FK6,0.995299994945526,Cytochrome b559 subunit beta 
CK_00035826,O83206,0.9955000281333924,Uncharacterized protein TP_0176;
CK_00036001,Q9ZDP8,0.9958000183105468,Uncharacterized protein RP279;
CK_00036594,P35902,0.9955000281333924,Arylalkyl acylamidase;
CK_00037089,P24262,0.8388659323363967,Sucrose porin;
CK_00037219,P51233,0.9958000183105468,Uncharacterized protein ORF62;
CK_00037296,P85913,0.9954000115394592,Probable cinnamyl alcohol dehydrogenase 1;
CK_00037711,Q96IR3,0.9962999820709229,Putative uncharacterized protein MGC15705;
CK_00038067,Q54IB0,0.9951000213623048,Uncharacterized protein DDB_G0288887;
CK_00038173,A0A0B7P221,0.9951000213623048,Uncharacterized protein RDT1 
CK_00038414,P39430,0.9958999752998352,Inosine/xanthosine triphosphatase 
CK_00038473,P58036,0.9958000183105468,Uncharacterized protein YjbS;
CK_00038571,P30880,0.9959999918937684,Calcitonin gene-related peptide 1;
CK_00038603,P44179,0.9965000152587892,Uncharacterized protein HI_1404;
CK_00038878,Q9MUM6,0.9951000213623048,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00038982,P0C824,0.801771126830463,Phenol-soluble modulin alpha 4 peptide;
CK_00038992,Q8TGN0,0.9950000047683716,Putative uncharacterized protein YKL156C-A;
CK_00039063,P44059,0.9955000281333924,Uncharacterized protein HI_0843;
CK_00039226,Q6FUH3,0.995199978351593,EKC/KEOPS complex subunit GON7;
CK_00040116,Q3E804,0.9954000115394592,Uncharacterized protein YOR381W-A;
CK_00040145,P0DPN1,0.9955000281333924,Protein YkiC 
CK_00040220,E8RMD3,0.9950000047683716,Astexin-1 
CK_00040710,P17877,0.8945372948536487,Endoglucanase 1;
CK_00040969,Q8TGN0,0.9962999820709229,Putative uncharacterized protein YKL156C-A;
CK_00040980,P90471,0.9965000152587892,Putative uncharacterized protein YBR109W-A;
CK_00041101,Q24733,0.9958000183105468,Actin;
CK_00041127,Q9MUM6,0.9957000017166138,Uncharacterized 7.4 kDa protein in ndhF-psbD intergenic region;
CK_00041836,Q4G3C7,0.9958999752998352,Photosystem II reaction center protein K 
CK_00041924,O33778,0.9954000115394592,Phosphoribosyl-AMP cyclohydrolase;
CK_00041939,P0DP77,0.9950000047683716,Male determiner protein Yob 
CK_00042061,Q8TGU5,0.9957000017166138,Uncharacterized protein YBR296C-A;
CK_00042141,Q8FCK7,0.8168220294682982,Uncharacterized protein DinQ;
CK_00042205,P20412,0.9951000213623048,Giant hemoglobin AI chain;
CK_00042215,P36686,0.9954000115394592,5'-nucleotidase SurE;
CK_00042470,Q24733,0.995299994945526,Actin;
CK_00042485,P44059,0.9950000047683716,Uncharacterized protein HI_0843;
CK_00042624,Q6IM82,0.9951000213623048,Small polypeptide DEVIL 19 
CK_00042911,A1EA28,0.995199978351593,Photosystem I reaction center subunit IX 
