SeqCluster,GO_result
CK_00000735,GO:0008270|GO:0008703|GO:0008835|GO:0009231|GO:0016787|GO:0050661
CK_00000736,GO:0003697|GO:0006974|GO:0106300
CK_00000737,GO:0006520|GO:0016597|GO:0016743
CK_00000738,GO:0004252|GO:0006508|GO:0009432|GO:0045892
CK_00000740,GO:0016117|GO:0016491|GO:0046608
CK_00000741,GO:0000160|GO:0003677|GO:0006355
CK_00000745,GO:0005515
CK_00000746,GO:0016746
CK_00000747,GO:0005737|GO:0008615|GO:0033856
CK_00000749,GO:0005524|GO:0016787
CK_00000750,GO:0005509|GO:0009523|GO:0009654|GO:0015979|GO:0019898
CK_00000751,GO:0003677|GO:0006281|GO:0006310|GO:0046872
CK_00000755,GO:0003824|GO:0004076|GO:0009102|GO:0051536
CK_00000756,GO:0016765
CK_00000757,GO:0004016|GO:0006171
CK_00000758,GO:0003824|GO:0008836|GO:0009089
CK_00000760,GO:0016020|GO:0016772
CK_00000761,GO:0003824
CK_00000762,GO:0001522|GO:0003723|GO:0009451|GO:0009982|GO:0016866
CK_00000763,GO:0004134|GO:0005975
CK_00000764,GO:0000287|GO:0004749|GO:0009156|GO:0009165|GO:0044249
CK_00000767,GO:0004252|GO:0006465|GO:0006508|GO:0008236|GO:0016020
CK_00000768,GO:0003824|GO:0009234|GO:0030976|GO:0070204
CK_00000769,GO:0003824|GO:0008935|GO:0009234
CK_00000771,GO:0004373|GO:0016757
CK_00000772,GO:0000287|GO:0000902|GO:0003977|GO:0005737|GO:0006048|GO:0009252|GO:0019134
CK_00000773,GO:0016645
CK_00000774,GO:0003866|GO:0009073|GO:0016765
CK_00000775,GO:0000287|GO:0050532
CK_00000776,GO:0008745|GO:0009253
CK_00000777,GO:0008881|GO:0036361
CK_00000778,GO:0004659|GO:0008299
CK_00000779,GO:0003987|GO:0016208|GO:0019427
CK_00000782,GO:0000162|GO:0004048|GO:0016757
CK_00000783,GO:0004088|GO:0006207|GO:0006541
CK_00000784,GO:0004525|GO:0006396
CK_00000785,GO:0003723|GO:0006396|GO:0008168|GO:0008173
CK_00000787,GO:0003676|GO:0003824|GO:0006260|GO:0008408
CK_00000789,GO:0003735|GO:0005840|GO:0006412
CK_00000790,GO:0003678|GO:0005524|GO:0006281|GO:0006310|GO:0009378|GO:0009379
CK_00000791,GO:0016020
CK_00000792,GO:0003677|GO:0003896|GO:0006260|GO:0006269|GO:0008270|GO:0016779
CK_00000793,GO:0005524|GO:0016887
CK_00000795,GO:0008757
CK_00000796,GO:0008987|GO:0009435|GO:0051539
CK_00000799,GO:0003856|GO:0005737|GO:0009073
CK_00000800,GO:0004638|GO:0005524|GO:0006189|GO:0046872
CK_00000802,GO:0010207|GO:0015979
CK_00000803,GO:0016020
CK_00000804,GO:0000287|GO:0004743|GO:0006096|GO:0016310|GO:0016772|GO:0030955
CK_00000805,GO:0009143|GO:0047429
CK_00000806,GO:0016020
CK_00000807,GO:0051304
CK_00000808,GO:0004794|GO:0006520|GO:0009097|GO:0030170
CK_00000809,GO:0009522|GO:0015979|GO:0016020|GO:0042651
CK_00000812,GO:0016209|GO:0016491
CK_00000813,GO:0003735|GO:0005840|GO:0006412
CK_00000814,GO:0005524|GO:0006457|GO:0016887|GO:0051082|GO:0140662
CK_00000815,GO:0046854
CK_00000816,GO:0051536
CK_00000817,GO:0005315|GO:0005524|GO:0016020|GO:0016887|GO:0035435
CK_00000818,GO:0005315|GO:0006817|GO:0016020|GO:0055085
CK_00000821,GO:0003824|GO:0009116|GO:0016763|GO:0017061
CK_00000822,GO:0000413|GO:0003755|GO:0006457
CK_00000823,GO:0003935|GO:0008686|GO:0009231
CK_00000824,GO:0003942|GO:0006526|GO:0016620|GO:0051287|GO:0070401
CK_00000825,GO:0004644|GO:0006189|GO:0009058
CK_00000827,GO:0004347|GO:0006094|GO:0006096
CK_00000828,GO:0000166|GO:0002161|GO:0004812|GO:0004823|GO:0005524|GO:0006418|GO:0006429
CK_00000829,GO:0005737|GO:0008837|GO:0009089
CK_00000831,GO:0004185|GO:0006508
CK_00000832,GO:0003824|GO:0004595|GO:0009058|GO:0015937
CK_00000833,GO:0010181
CK_00000834,GO:0005515|GO:0006289|GO:0009380|GO:0009381
CK_00000836,GO:0003824
CK_00000837,GO:0003824|GO:0004084|GO:0009081
CK_00000838,GO:0008270|GO:0008705|GO:0009086|GO:0031419|GO:0042558|GO:0046872
CK_00000841,GO:0003877
CK_00000842,GO:0006355
CK_00000843,GO:0000049|GO:0000287|GO:0003723|GO:0004826|GO:0005524|GO:0006432
CK_00000844,GO:0003735|GO:0005840|GO:0006412
CK_00000845,GO:0003723|GO:0004540
CK_00000846,GO:0000166|GO:0004812|GO:0004825|GO:0005524|GO:0006418|GO:0006431
CK_00000848,GO:0000166|GO:0009236|GO:0043752
CK_00000849,GO:0003723|GO:0006396|GO:0008173
CK_00000851,GO:0019120
CK_00000854,GO:0006508
CK_00000855,GO:0006508
CK_00000856,GO:0004479|GO:0009058|GO:0071951
CK_00000857,GO:0003676|GO:0003684|GO:0005524|GO:0006281
CK_00000858,GO:0016114|GO:0046429
CK_00000860,GO:0043190|GO:0055085
CK_00000861,GO:0016020|GO:0055085
CK_00000862,GO:0016020
CK_00000863,GO:0006364|GO:0008168
CK_00000865,GO:0003924|GO:0005525|GO:0005737|GO:0006415
CK_00000866,GO:0008757
CK_00000867,GO:0000166|GO:0004748|GO:0006260|GO:0008998|GO:0031419
CK_00000868,GO:0016020
CK_00000869,GO:0009236
CK_00000870,GO:0004845|GO:0006223
CK_00000871,GO:0003824|GO:0004160|GO:0009082|GO:0016836
CK_00000874,GO:0005975|GO:0006098|GO:0017057
CK_00000875,GO:0004616|GO:0006098|GO:0050661
CK_00000876,GO:0005978|GO:0008878|GO:0009058
CK_00000877,GO:0008883|GO:0033014|GO:0050661
CK_00000878,GO:0006071|GO:0006094|GO:0042132
CK_00000879,GO:0004750|GO:0005975|GO:0006098|GO:0016857
CK_00000880,GO:0017004|GO:0020037
CK_00000881,GO:0016020
CK_00000883,GO:0003924|GO:0005525
CK_00000884,GO:0006508|GO:0008233
CK_00000885,GO:0015979|GO:0015995|GO:0016628|GO:0045550|GO:0071949
CK_00000886,GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426
CK_00000887,GO:0016491|GO:0020037|GO:0050311|GO:0051536|GO:0051539
CK_00000888,GO:0006508|GO:0008237|GO:0016805
CK_00000889,GO:0003676|GO:0003678|GO:0005524|GO:0006281|GO:0006310
CK_00000890,GO:0003746|GO:0006414
CK_00000891,GO:0003735|GO:0005840|GO:0006412|GO:0015935
CK_00000892,GO:0016758
CK_00000894,GO:0010024|GO:0016636|GO:0050897
CK_00000895,GO:0004222|GO:0006508
CK_00000897,GO:0010258
CK_00000898,GO:0004190|GO:0006508|GO:0016020
CK_00000899,GO:0005525
CK_00000900,GO:0016830|GO:0019752|GO:0030170
CK_00000901,GO:0002100|GO:0008251|GO:0008270|GO:0016787
CK_00000906,GO:0002098|GO:0043828
CK_00000907,GO:0009523|GO:0009654|GO:0015979|GO:0016020
CK_00000909,GO:0006886|GO:0015450
CK_00000910,GO:0006886|GO:0015450
CK_00000913,GO:0005524|GO:0016114|GO:0050515
CK_00000914,GO:0000154|GO:0000179|GO:0006364
CK_00000918,GO:0003684|GO:0006281
CK_00000919,GO:0030001|GO:0046872
CK_00000920,GO:0003677|GO:0003906|GO:0006284
CK_00000922,GO:0015035
CK_00000923,GO:0003735|GO:0005840|GO:0006412
CK_00000927,GO:0000166|GO:0004812|GO:0004830|GO:0005524|GO:0006418|GO:0006436
CK_00000928,GO:0000166|GO:0004812|GO:0004829|GO:0005524|GO:0005737|GO:0006418|GO:0006435|GO:0043039
CK_00000930,GO:0004340|GO:0005524|GO:0005536|GO:0006096|GO:0051156
CK_00000931,GO:0004413|GO:0005524|GO:0006566
CK_00000932,GO:0004222|GO:0006508
CK_00000933,GO:0004150|GO:0006760
CK_00000934,GO:0005886|GO:0009306
CK_00000937,GO:0008239|GO:0016787
CK_00000938,GO:0003824|GO:0003844|GO:0004553|GO:0005975|GO:0005978|GO:0043169
CK_00000939,GO:0004853|GO:0006779
CK_00000940,GO:0006694|GO:0016616
CK_00000942,GO:0000105|GO:0004635|GO:0004636
CK_00000945,GO:0004834|GO:0006568
CK_00000947,GO:0016655
CK_00000948,GO:0016491|GO:0016668
CK_00000950,GO:0003677|GO:0003688|GO:0005524|GO:0006270|GO:0006275|GO:0043565
CK_00000953,GO:0016747
CK_00000954,GO:0000105|GO:0003879|GO:0005737
CK_00000955,GO:0004416|GO:0019243
CK_00000956,GO:0003700|GO:0006355
CK_00000957,GO:0003824|GO:0051536
CK_00000962,GO:0005524|GO:0046872
CK_00000965,GO:0004807
CK_00000966,GO:0004156|GO:0009396|GO:0042558
CK_00000967,GO:0008839|GO:0009089
CK_00000970,GO:0071949
CK_00000971,GO:0003999|GO:0005737|GO:0006168
CK_00000975,GO:0004642|GO:0006189
CK_00000976,GO:0004332|GO:0005975|GO:0006096|GO:0008270|GO:0016832
CK_00000977,GO:0000166
CK_00000978,GO:0003989|GO:0006633|GO:0009317
CK_00000979,GO:0005524|GO:0005975|GO:0008974|GO:0016301
CK_00000980,GO:0000287|GO:0003862|GO:0009098|GO:0016616|GO:0051287
CK_00000981,GO:0009245|GO:0016410|GO:0016747
CK_00000982,GO:0003723|GO:0004349|GO:0005737|GO:0006561
CK_00000983,GO:0008962
CK_00000985,GO:0006364
CK_00000988,GO:0000160
CK_00000989,GO:0000105|GO:0003949
CK_00000991,GO:0008444|GO:0008654|GO:0016020|GO:0016780
CK_00000993,GO:0000155|GO:0007165|GO:0048511
CK_00000995,GO:0016491|GO:0030089
CK_00000996,GO:0004345|GO:0006006|GO:0016614|GO:0050661
CK_00000998,GO:0003824|GO:0042242
CK_00001000,GO:0004659|GO:0008299
CK_00001001,GO:0003824|GO:0004488
CK_00001003,GO:0003824|GO:0003852|GO:0009098|GO:0019752|GO:0046912
CK_00001004,GO:0003824|GO:0005975
CK_00001005,GO:0003824|GO:0016491
CK_00001006,GO:0003676|GO:0008168|GO:0031167|GO:0032259
CK_00001007,GO:0009055|GO:0020037
CK_00001008,GO:0003723|GO:0006396|GO:0008173
CK_00001009,GO:0005524|GO:0015995|GO:0016851
CK_00001010,GO:0004520|GO:0006281|GO:0006310|GO:0008821
CK_00001013,GO:0006520|GO:0016491|GO:0050661
CK_00001015,GO:0016020|GO:0055085
CK_00001016,GO:0042558
CK_00001017,GO:0005524|GO:0005525|GO:0016887
CK_00001018,GO:0016020|GO:0022857|GO:0055085
CK_00001019,GO:0003676|GO:0003677|GO:0003824|GO:0003887|GO:0006139|GO:0006260|GO:0008408
CK_00001020,GO:0005515|GO:0008299|GO:0030604|GO:0046872|GO:0070402
CK_00001021,GO:0006508|GO:0008236
CK_00001024,GO:0016491
CK_00001025,GO:0003723|GO:0003743|GO:0006413
CK_00001028,GO:0009082|GO:1990610
CK_00001029,GO:0000413|GO:0003755
CK_00001030,GO:0009522|GO:0009579|GO:0015979|GO:0016020
CK_00001031,GO:0009521|GO:0009523|GO:0009767|GO:0009772|GO:0015979|GO:0016020|GO:0016168|GO:0019684|GO:0045156
CK_00001032,GO:0016740|GO:0016853
CK_00001033,GO:0016746
CK_00001036,GO:0009249|GO:0033819|GO:0036211
CK_00001037,GO:0044238
CK_00001038,GO:0004139|GO:0005737|GO:0009264
CK_00001039,GO:0006281|GO:0006310
CK_00001040,GO:0016757
CK_00001041,GO:0008168|GO:0008757|GO:0009236
CK_00001042,GO:0004735|GO:0006561
CK_00001043,GO:0030170
CK_00001046,GO:0005525
CK_00001047,GO:0003824|GO:0004333|GO:0006099|GO:0006106|GO:0016829
CK_00001048,GO:0003676|GO:0005524
CK_00001049,GO:0009058|GO:0016740|GO:0030170
CK_00001050,GO:0000287|GO:0004141|GO:0005524|GO:0009102
CK_00001051,GO:0004015|GO:0008483|GO:0009102|GO:0030170
CK_00001053,GO:0005737|GO:0006364|GO:0008649
CK_00001056,GO:0005515
CK_00001057,GO:0003824|GO:0030488|GO:0051536|GO:0070475
CK_00001059,GO:0003677|GO:0003899|GO:0006351
CK_00001060,GO:0003677|GO:0003899|GO:0006351
CK_00001061,GO:0004536|GO:0016788
CK_00001062,GO:0003723|GO:0003735|GO:0005840|GO:0006412
CK_00001063,GO:0016616|GO:0046872|GO:0051287
CK_00001065,GO:0003700|GO:0003723|GO:0031554
CK_00001067,GO:0003743|GO:0003924|GO:0005525|GO:0006413
CK_00001068,GO:0003677|GO:0030527
CK_00001069,GO:0043190
CK_00001072,GO:0005886|GO:0008654|GO:0043772
CK_00001073,GO:0004590|GO:0006207|GO:0044205
CK_00001074,GO:0000166|GO:0004812|GO:0004831|GO:0005524|GO:0006418|GO:0006437
CK_00001077,GO:0006508|GO:0046872|GO:0070006
CK_00001078,GO:0008113
CK_00001079,GO:0008915|GO:0009245
CK_00001080,GO:0008610|GO:0008780|GO:0016740
CK_00001081,GO:0006633|GO:0016836
CK_00001082,GO:0008759|GO:0009245
CK_00001083,GO:0019867
CK_00001084,GO:0004639|GO:0006164
CK_00001085,GO:0004637|GO:0005524|GO:0009113|GO:0046872
CK_00001086,GO:0000287|GO:0003677|GO:0004674|GO:0005524|GO:0006355|GO:0042752
CK_00001087,GO:0007623|GO:0042326|GO:0048511
CK_00001088,GO:0003723|GO:0003735|GO:0005840|GO:0006412
CK_00001089,GO:0003735|GO:0005840|GO:0006412
CK_00001090,GO:0001522|GO:0003723|GO:0006396|GO:0009451|GO:0009982
CK_00001092,GO:0030435
CK_00001093,GO:0016891
CK_00001095,GO:0006479|GO:0008276
CK_00001097,GO:0003723
CK_00001098,GO:0004326|GO:0005524|GO:0005737|GO:0008360|GO:0008764|GO:0009058|GO:0009396|GO:0016881|GO:0051301
CK_00001101,GO:0003677|GO:0003899|GO:0006351
CK_00001102,GO:0005524|GO:0140662
CK_00001104,GO:0003824|GO:0004619|GO:0005737|GO:0006007|GO:0030145|GO:0046872
CK_00001106,GO:0005524|GO:0006457|GO:0044183
CK_00001107,GO:0005524|GO:0015986|GO:0045261|GO:0046034|GO:0046933|GO:1902600
CK_00001108,GO:0015986|GO:0045261|GO:0046933
CK_00001109,GO:0003735|GO:0005840|GO:0006412
CK_00001111,GO:0030145|GO:0070006
CK_00001113,GO:0003824|GO:0009058
CK_00001114,GO:0003952|GO:0004359|GO:0005737|GO:0009435
CK_00001116,GO:0015986|GO:0045261|GO:0046933
CK_00001117,GO:0005524|GO:0015986|GO:0045261|GO:0046034|GO:0046933|GO:1902600
CK_00001118,GO:0015986|GO:0016020|GO:0046933
CK_00001119,GO:0015078|GO:0015986|GO:0045263
CK_00001120,GO:0015078|GO:0015986|GO:0045263
CK_00001121,GO:0015078|GO:0015986|GO:0033177|GO:0045263|GO:1902600
CK_00001122,GO:0015078|GO:0015986|GO:0045263
CK_00001124,GO:0016020|GO:0051301
CK_00001125,GO:0016020|GO:0017004
CK_00001127,GO:0005737|GO:0008616|GO:0033739|GO:0046857
CK_00001128,GO:0003824|GO:0004018|GO:0009152
CK_00001129,GO:0003676|GO:0003723|GO:0008168|GO:0032259
CK_00001131,GO:0005515|GO:0005524|GO:0005694|GO:0007062|GO:0030261|GO:0051276
CK_00001133,GO:0008915|GO:0009245
CK_00001134,GO:0005524|GO:0016874|GO:0046872
CK_00001135,GO:0016020
CK_00001137,GO:0005524|GO:0016020|GO:0016887|GO:0055085|GO:0140359
CK_00001138,GO:0003824
CK_00001139,GO:0005524
CK_00001140,GO:0006508|GO:0008236
CK_00001141,GO:0006534|GO:0030170|GO:0031071
CK_00001142,GO:0016226
CK_00001143,GO:0005524|GO:0016887
CK_00001144,GO:0016226
CK_00001145,GO:0000287|GO:0005975|GO:0016868
CK_00001146,GO:0005524|GO:0016887
CK_00001148,GO:0004594
CK_00001149,GO:0003824|GO:0004604|GO:0019379
CK_00001150,GO:0016491
CK_00001151,GO:0006812|GO:0008324|GO:0055085
CK_00001152,GO:0006813|GO:0008324
CK_00001156,GO:0005524|GO:0016887
CK_00001160,GO:0051537
CK_00001161,GO:0008446|GO:0019673
CK_00001166,GO:0022857
CK_00001171,GO:0016209|GO:0016491
CK_00001173,GO:0005737|GO:0008676|GO:0009058
CK_00001177,GO:0010468|GO:0016020
CK_00001179,GO:0006189|GO:0008864|GO:0009058
CK_00001180,GO:0003824|GO:0051536
CK_00001181,GO:0016757
CK_00001187,GO:0016491
CK_00001191,GO:0016787
CK_00001196,GO:0006629
CK_00001199,GO:0016829
CK_00001202,GO:0003824|GO:0051536
CK_00001204,GO:0008199
CK_00001205,GO:0003735|GO:0005840|GO:0006412
CK_00001211,GO:0003676|GO:0004386|GO:0005524|GO:0006310
CK_00001214,GO:0004462|GO:0046872
CK_00001215,GO:0003677|GO:0005524|GO:0016887
CK_00001219,GO:0000150|GO:0003677|GO:0006310
CK_00001220,GO:0004385|GO:0006163
CK_00001224,GO:0006729|GO:0008124
CK_00001225,GO:0015035
CK_00001231,GO:0006729|GO:0008124
CK_00001234,GO:0006099|GO:0008924
CK_00001235,GO:0005515
CK_00001238,GO:0016787
CK_00001241,GO:0010181
CK_00001242,GO:0006474|GO:0008080|GO:0016747
CK_00001244,GO:0005886|GO:0043190|GO:0055085
CK_00001245,GO:0016831
CK_00001246,GO:0000287|GO:0003824|GO:0005975|GO:0008801
CK_00001248,GO:0022857|GO:0055085
CK_00001250,GO:0006355|GO:0043856
CK_00001251,GO:0016787
CK_00001252,GO:0030163
CK_00001254,GO:0016835|GO:0046348|GO:0097367|GO:1901135
CK_00001255,GO:0006396|GO:0008173
CK_00001256,GO:0003735|GO:0006412|GO:0015934
CK_00001257,GO:0005524|GO:0016301
CK_00001259,GO:0003676|GO:0006281|GO:0006310|GO:0008409
CK_00001260,GO:0003824
CK_00001261,GO:0016020
CK_00001263,GO:0005737|GO:0006457|GO:0051082
CK_00001264,GO:0016491
CK_00001271,GO:0006364|GO:0008168
CK_00001274,GO:0005507|GO:0009055
CK_00001277,GO:0006355
CK_00001278,GO:0009055|GO:0020037
CK_00001279,GO:0004151|GO:0016787|GO:0016812|GO:0019856
CK_00001280,GO:0016020|GO:0055085
CK_00001282,GO:0050530
CK_00001284,GO:0006520|GO:0016765|GO:0019346|GO:0030170
CK_00001287,GO:0016829
CK_00001288,GO:0016614|GO:0050660
CK_00001294,GO:0008237|GO:0008270
CK_00001297,GO:0008800|GO:0017001|GO:0030655
CK_00001298,GO:0022857|GO:0055085
CK_00001301,GO:0004791|GO:0005737|GO:0016491|GO:0019430
CK_00001302,GO:0008757
CK_00001304,GO:0008033|GO:0016491|GO:0017150|GO:0050660
CK_00001305,GO:0008830
CK_00001307,GO:0008757
CK_00001310,GO:0000166|GO:0004812|GO:0005524|GO:0006418|GO:0043039
CK_00001312,GO:0008757
CK_00001314,GO:0005524|GO:0006040|GO:0009254|GO:0016773
CK_00001316,GO:0003676|GO:0006308|GO:0008855|GO:0009318
CK_00001317,GO:0009523|GO:0009539|GO:0015979|GO:0016020
CK_00001319,GO:0009523|GO:0009654|GO:0015979|GO:0019898|GO:0042549
CK_00001321,GO:0005515
CK_00001324,GO:0000030|GO:0006493|GO:0016020
CK_00001327,GO:0009058|GO:0016740
CK_00001331,GO:0009523|GO:0009539|GO:0015979|GO:0016020
CK_00001332,GO:0005975|GO:0016853|GO:0097367|GO:1901135
CK_00001333,GO:0016788
CK_00001334,GO:0016757
CK_00001337,GO:0050660|GO:0071949
CK_00001338,GO:0004672|GO:0005524|GO:0006468
CK_00001339,GO:0052699
CK_00001343,GO:0006629
CK_00001344,GO:0016020
CK_00001346,GO:0005515
CK_00001351,GO:0005524|GO:0140658
CK_00001355,GO:0016491|GO:0020037|GO:0051536
CK_00001356,GO:0004089|GO:0008270|GO:0015976
CK_00001358,GO:0009039|GO:0016151|GO:0016787
CK_00001359,GO:0035550|GO:0043419
CK_00001360,GO:0016151|GO:0043419
CK_00001361,GO:0016151
CK_00001362,GO:0016151|GO:0019627|GO:0065003
CK_00001363,GO:0016151
CK_00001364,GO:0003924|GO:0016151|GO:0043419
CK_00001365,GO:0016020|GO:0022857|GO:0055085
CK_00001366,GO:0016020|GO:0022857|GO:0055085
CK_00001367,GO:0005524|GO:0016887
CK_00001369,GO:0005975
CK_00001370,GO:0005737|GO:0050531|GO:0051479
CK_00001375,GO:0008270
CK_00001376,GO:0050661|GO:0051287
CK_00001378,GO:0001522|GO:0003723|GO:0009451|GO:0009982
CK_00001379,GO:0003677|GO:0006355
CK_00001381,GO:0004559|GO:0006013
CK_00001382,GO:0015979|GO:0016020
CK_00001383,GO:0000270|GO:0005515|GO:0008933|GO:0016020
CK_00001386,GO:0004420
CK_00001388,GO:0016491
CK_00001390,GO:0003677|GO:0003700|GO:0006355
CK_00001392,GO:0003676
CK_00001393,GO:0016829|GO:0017009
CK_00001394,GO:0010024|GO:0016636|GO:0050897
CK_00001395,GO:0010024|GO:0016636|GO:0050897
CK_00001397,GO:0017009
CK_00001400,GO:0009294
CK_00001401,GO:0000287|GO:0019509|GO:0043874
CK_00001402,GO:0005737|GO:0019509|GO:0046872
CK_00001403,GO:0044237|GO:0044249
CK_00001404,GO:0005975
CK_00001405,GO:0016747
CK_00001409,GO:0003824|GO:0009058|GO:0030170
CK_00001410,GO:0004518
CK_00001411,GO:0006051|GO:0047465
CK_00001415,GO:0008761
CK_00001417,GO:0003824|GO:0050660|GO:0071949
CK_00001420,GO:0016491
CK_00001421,GO:0016020
CK_00001424,GO:0000160|GO:0006355
CK_00001425,GO:0003824|GO:0006281
CK_00001431,GO:0005509
CK_00001441,GO:0006353
CK_00001443,GO:0016787
CK_00001446,GO:0003676|GO:0005524|GO:0016818
CK_00001447,GO:0003677|GO:0003909|GO:0003910|GO:0005524|GO:0006281|GO:0006310
CK_00001450,GO:0016020|GO:0055085
CK_00001453,GO:0016020|GO:0055085
CK_00001454,GO:0016020|GO:0055085
CK_00001456,GO:0005515
CK_00001463,GO:0004435|GO:0006629|GO:0007165|GO:0035556
CK_00001467,GO:0016020
CK_00001468,GO:0016020
CK_00001474,GO:0003824|GO:0005975
CK_00001480,GO:0004222|GO:0006508|GO:0008270|GO:0031012
CK_00001487,GO:0016020|GO:0055085
CK_00001488,GO:0016020|GO:0022857|GO:0043190|GO:0055085|GO:0071705
CK_00001490,GO:0003735|GO:0005840|GO:0006412
CK_00001492,GO:0003700|GO:0006355
CK_00001494,GO:0016787
CK_00001496,GO:0016491
CK_00001497,GO:0004252|GO:0016020
CK_00001499,GO:0016020|GO:0055085
CK_00001500,GO:0009512
CK_00001503,GO:0016020
CK_00001504,GO:0003677|GO:0005524|GO:0016787
CK_00001505,GO:0001522|GO:0003723|GO:0009451|GO:0009982|GO:0016866
CK_00001507,GO:0003723|GO:0008033|GO:0160102
CK_00001508,GO:0019346|GO:0030170
CK_00001509,GO:0019346|GO:0030170
CK_00001510,GO:0022857|GO:0055085
CK_00001511,GO:0004671|GO:0006481|GO:0016020
CK_00001512,GO:0010309
CK_00001513,GO:0008879|GO:0009058|GO:0045226
CK_00001517,GO:0016020|GO:0022857|GO:0055085
CK_00001519,GO:0004342|GO:0005975|GO:0006044
CK_00001520,GO:0009055|GO:0009523|GO:0015979|GO:0020037|GO:0042651
CK_00001521,GO:0000286|GO:0042853
CK_00001527,GO:0003700|GO:0006355
CK_00001528,GO:0017009
CK_00001530,GO:0003676|GO:0004386|GO:0005524
CK_00001531,GO:0000155|GO:0007165
CK_00001532,GO:0003700|GO:0006355
CK_00001534,GO:0016020|GO:0055085
CK_00001536,GO:0016614|GO:0050660
CK_00001539,GO:0006520|GO:0016491
CK_00001542,GO:0016757
CK_00001544,GO:0000271|GO:0016020
CK_00001549,GO:0009523|GO:0009539|GO:0015979|GO:0042549
CK_00001550,GO:0005509|GO:0009523|GO:0009654|GO:0015979|GO:0019898
CK_00001551,GO:0016747
CK_00001552,GO:0008824|GO:0009439
CK_00001554,GO:0016829
CK_00001556,GO:0005524|GO:0016887
CK_00001557,GO:0016020|GO:0140359
CK_00001563,GO:0009306|GO:0016020
CK_00001565,GO:0006231|GO:0050660|GO:0050797
CK_00001568,GO:1990397
CK_00001570,GO:0005515
CK_00001572,GO:0016829|GO:0017009
CK_00001575,GO:0005975|GO:0016301|GO:0016773
CK_00001576,GO:0005975
CK_00001582,GO:0016020
CK_00001583,GO:0051536
CK_00001585,GO:0008757
CK_00001587,GO:0005524|GO:0016887
CK_00001590,GO:0016757
CK_00001592,GO:0017009
CK_00001593,GO:0000160|GO:0003677|GO:0006355
CK_00001596,GO:0016491
CK_00001600,GO:0030001|GO:0046872
CK_00001604,GO:0016491
CK_00001606,GO:0003677|GO:0006355
CK_00001610,GO:0003824|GO:0005992|GO:0016758|GO:0051473
CK_00001612,GO:0030435
CK_00001614,GO:0005524|GO:0016887
CK_00001615,GO:0003824
CK_00001619,GO:0004497|GO:0005506|GO:0016705|GO:0020037
CK_00001624,GO:0016020|GO:0022857|GO:0043190|GO:0055085|GO:0071705
CK_00001625,GO:0006751|GO:0036374
CK_00001626,GO:0016747
CK_00001635,GO:0003824|GO:0051536
CK_00001637,GO:0006355
CK_00001641,GO:0006468|GO:0007623
CK_00001644,GO:0015979
CK_00001645,GO:0015979|GO:0030089
CK_00001646,GO:0030089
CK_00001648,GO:0016730
CK_00001651,GO:0005525
CK_00001655,GO:0016836
CK_00001656,GO:0016020|GO:0022857|GO:0055085
CK_00001658,GO:0005737|GO:0036211|GO:0101006
CK_00001659,GO:0003677|GO:0004803|GO:0006313
CK_00001661,GO:0005886
CK_00001663,GO:0016020|GO:0022857|GO:0071705
CK_00001665,GO:0009523|GO:0009539|GO:0009767|GO:0015979|GO:0016020|GO:0019684|GO:0020037
CK_00001666,GO:0008146
CK_00001669,GO:0016020|GO:0022857|GO:0055085
CK_00001670,GO:0006777
CK_00001671,GO:0006777
CK_00001672,GO:0006777|GO:0032324
CK_00001673,GO:0006777
CK_00001675,GO:0016491|GO:0043546
CK_00001676,GO:0015112|GO:0015113|GO:0015706|GO:0015707|GO:0016020|GO:0022857|GO:0055085
CK_00001678,GO:0003824|GO:0006777|GO:0051536|GO:0051539
CK_00001679,GO:0050661|GO:0051287
CK_00001683,GO:0016020|GO:0030001|GO:0046873
CK_00001685,GO:0009306
CK_00001688,GO:0000049|GO:0008033|GO:0009022
CK_00001691,GO:0006629|GO:0008081
CK_00001692,GO:0009522|GO:0015979
CK_00001695,GO:0010038
CK_00001697,GO:0010181
CK_00001699,GO:0016740
CK_00001702,GO:0003824|GO:0016787
CK_00001708,GO:0016757
CK_00001714,GO:0016740
CK_00001716,GO:0010277|GO:0016491|GO:0051537
CK_00001720,GO:0004190|GO:0016020
CK_00001722,GO:0015276|GO:0016020
CK_00001730,GO:0006308|GO:0008855|GO:0009318
CK_00001735,GO:0003824|GO:0031419|GO:0046872|GO:0051536
CK_00001737,GO:0007165|GO:0016020
CK_00001744,GO:0008168
CK_00001747,GO:0016757
CK_00001753,GO:0006520
CK_00001757,GO:0017009
CK_00001760,GO:0015979|GO:0030089
CK_00001765,GO:0000160
CK_00001772,GO:0000155|GO:0007165|GO:0016020
CK_00001775,GO:0006812|GO:0015297|GO:0016020|GO:0055085|GO:1902600
CK_00001780,GO:0071949
CK_00001781,GO:0003779
CK_00001782,GO:0006364|GO:0008168
CK_00001785,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00001786,GO:0003700|GO:0006352|GO:0006355
CK_00001790,GO:0016037|GO:0030089|GO:0031404
CK_00001791,GO:0006629
CK_00001792,GO:0042651
CK_00001796,GO:0043113|GO:0043236
CK_00001803,GO:0016020|GO:0055085
CK_00001815,GO:0015103|GO:0015297|GO:0016020
CK_00001816,GO:0005524
